275.0	0.0	1.0	0.0	-13.0	-20.0
274.0	0.0	0.996388888889	-3.475	-12.475	-20.1469453209
273.0	-0.000965277777778	0.992923611111	-25.5589940576	-31.2	-19.379906085
272.0	-0.00806499834935	0.984256944444	-3.58980165629	-54.475	-20.0815945587
271.0	-0.00906216547609	0.969125	7.60249394352	-82.3	-20.1347691927
270.0	-0.00695036160289	0.946263888889	-11.3265953609	-98.575	-19.310715523
269.0	-0.010096638092	0.918881944444	5.069367299	-92.45	-19.4513069167
268.0	-0.00868848050898	0.893201388889	19.3108338913	-109.075	-19.2055543401
267.0	-0.00332435998361	0.862902777778	36.0973007163	-111.35	-19.9014430513
266.0	0.00670266799313	0.831972222222	28.461626361	-111.175	-19.5566672394
265.0	0.0146086753156	0.801090277778	37.7619940259	-115.9	-20.3586037196
264.0	0.0250981181006	0.768895833333	56.8922665718	-95.075	-19.0413446817
263.0	0.0409015254817	0.742486111111	80.7415384989	-111.0	-18.2128354615
262.0	0.0633297306203	0.711652777778	82.4994647435	-98.225	-17.343935353
261.0	0.0862462486045	0.684368055556	61.4663438082	-77.05	-17.4251546517
260.0	0.103320232996	0.662965277778	45.3049836618	-56.925	-17.9842124612
259.0	0.11590495068	0.647152777778	61.1456646833	-49.05	-19.128093115
258.0	0.132889857536	0.633527777778	38.4118252211	-73.375	-17.5000783852
257.0	0.143559808986	0.613145833333	68.7742977863	-75.3	-16.9817243292
256.0	0.162663780594	0.592229166667	34.9155081744	-92.975	-16.7302999759
255.0	0.172362532864	0.566402777778	46.2914788015	-116.95	-18.1279535606
254.0	0.185221276976	0.533916666667	41.0802517986	-110.825	-16.7699741104
253.0	0.196632458031	0.503131944444	28.2929314819	-80.9	-17.0924742175
252.0	0.204491605665	0.480659722222	-8.05359526685	-113.275	-17.5245475302
251.0	0.202254495868	0.449194444444	15.6503070718	-116.25	-17.4995407222
250.0	0.206601803388	0.416902777778	-16.6370321831	-147.575	-17.8877665244
249.0	0.20198040556	0.375909722222	6.23824590456	-155.1	-16.5391181542
248.0	0.203713251644	0.332826388889	-15.5721783886	-157.375	-16.0446057731
247.0	0.199387646536	0.289111111111	-6.42147213277	-131.65	-16.4043859315
246.0	0.197603904277	0.252541666667	-12.0875109107	-155.975	-17.6314398067
245.0	0.194246262358	0.209215277778	-13.9711876072	-154.75	-17.5110930481
244.0	0.190365376911	0.166229166667	-5.31257140463	-148.275	-17.2808288847
243.0	0.188889662632	0.125041666667	-7.07384187404	-145.65	-17.7266005454
242.0	0.186924706556	0.0845833333333	24.608834457	-155.975	-17.5648342746
241.0	0.193760493905	0.0412569444444	16.0986004261	-167.0	-18.4394062898
240.0	0.198232327357	-0.00513194444444	-3.92651661713	-160.175	-17.9628667221
